Sentence
thickly_built built_move move_piles piles_often often_expected thickly built move piles often expected
one_note one note
tight_hips hips_without without_much much_wiggle wiggle_open open_space tight hips without much wiggle open space
must_improve improve_protection must improve protection
might_enough enough_juice juice_able able_threaten threaten_edge might enough juice able threaten edge
cobb_youtube youtube_highlights highlights_might might_bore bore_physical physical_teams cobb youtube highlights might bore physical teams
traits_play play_gap gap_scheme traits play gap scheme
adjusting_style style_game game_might might_take take_time time_cobb cobb_downhill downhill_style style_fits fits_games games_becoming becoming_shot shot_complementary adjusting style game might take time cobb downhill style fits games becoming shot complementary
powerful_compact compact_low low_center center_gravity powerful compact low center gravity
efficient_decisive efficient decisive
makes_defenders defenders_miss miss_slight slight_movement movement_hand hand_usage makes defenders miss slight movement hand usage
wo_succumb succumb_arm arm_tackles wo succumb arm tackles
gained_54 54_percent percent_yardage gained 54 percent yardage
patient_gets patient gets
open_field field_size open field size
balance_friend balance friend
smooth_little little_wasted wasted_motion smooth little wasted motion
gets_low low_finishes finishes_leg leg_drive gets low finishes leg drive
smells_end end_zone zone_wants wants_eat smells end zone wants eat
average_improviser average improviser
lacks_dynamic dynamic_qualities lacks dynamic qualities
gets_yards yards_plate plate_grinds gets yards plate grinds
lacks_lateral lateral_quickness quickness_bounce bounce_outside outside_consistent consistent_success lacks lateral quickness bounce outside consistent success
fumbled_four four_six six_games games_middle middle_2014 2014_season fumbled four six games middle 2014 season
needs_commitment commitment_pass pass_protection needs commitment pass protection
average_hands hands_receiver average hands receiver
needs_extended extended_runway runway_ramp ramp_top needs extended runway ramp top
rhythm_best best_getting getting_plenty plenty_work rhythm best getting plenty work
davis_surprising surprising_ability ability_turn turn_jets jets_get get_top top_secondary secondary_quickly quickly_long long_mentality mentality_fit fit_pros davis surprising ability turn jets get top secondary quickly long mentality fit pros
ability_play play_third third_well well_thing thing_holding holding_davis davis_conditioning ability play third well thing holding davis conditioning
davis_wo wo_make make_many many_defenders defenders_miss miss_ca ca_afford afford_lose lose_corner corner_showed showed_2013 davis wo make many defenders miss ca afford lose corner showed 2013
davis_capable capable_backup backup_potential potential_become become_starter davis capable backup potential become starter
compact_frame frame_plus plus_balance compact frame plus balance
keeps_feet feet_moving moving_traffic traffic_pinball pinball_defender defender_defender keeps feet moving traffic pinball defender defender
uses_spin spin_move move_effectively effectively_avoid avoid_hit hit_keep uses spin move effectively avoid hit keep
duck_head head_accelerate accelerate_behind behind_pads pads_force force_finish duck head accelerate behind pads force finish
downhill_near near_end end_zone zone_adequate adequate_push push_grind grind_extra extra_half half_yard yard_needed downhill near end zone adequate push grind extra half yard needed
creates_separation separation_perimeter perimeter_quality quality_stiff stiff_arm arm_showed showed_surprising surprising_hit hit_long long_2013 creates separation perimeter quality stiff arm showed surprising hit long 2013
gets_adequate adequate_separation separation_backfield backfield_convert convert_catch catch_first gets adequate separation backfield convert catch first
capable_pass pass_protection protection_understanding understanding_protections capable pass protection understanding protections
hip_tightness tightness_limits limits_lateral lateral_movement hip tightness limits lateral movement
wo_make make_defender defender_miss miss_wiggle wiggle_juke juke_struggles struggles_create create_track track_closed wo make defender miss wiggle juke struggles create track closed
duck_head head_prematurely prematurely_heading heading_hole hole_times times_briefly briefly_loses loses_vision vision_feel feel_hole hole_often often_blockers duck head prematurely heading hole times briefly loses vision feel hole often blockers
showed_substantially substantially_juice juice_2013 showed substantially juice 2013
conditioning_looked looked_sluggish sluggish_perimeter perimeter_line line_scrimmage scrimmage_2014 conditioning looked sluggish perimeter line scrimmage 2014
relatively_ineffective ineffective_toward toward_end end_year relatively ineffective toward end year
2014_tape tape_shows shows_energy energy_lacking lacking_davis davis_compared compared_2013 2014 tape shows energy lacking davis compared 2013
workhorse_able able_make make_plays plays_late late_game game_work work_backfield backfield_keep keep_defenses defenses_honest workhorse able make plays late game work backfield keep defenses honest
relative_elusiveness elusiveness_space space_ability ability_cut cut_dime dime_give give_ability ability_create create_yards yards_none none_average average_vision vision_inability inability_finish finish_keep keep_getting getting_yards yards_teams teams_might might_expect relative elusiveness space ability cut dime give ability create yards none average vision inability finish keep getting yards teams might expect
enough_backup backup_starting starting_potential enough backup starting potential
loose_hips hips_tight tight_turns turns_cuts loose hips tight turns cuts
ability_make make_defenders defenders_miss miss_backfield ability make defenders miss backfield
slalom_forth forth_navigating navigating_around around_traffic traffic_line line_scrimmage scrimmage_second second_level slalom forth navigating around traffic line scrimmage second level
able_shake shake_linebackers linebackers_downhill downhill_safeties safeties_space able shake linebackers downhill safeties space
acceleration_give give_vanishing vanishing_target acceleration give vanishing target
lateral_quickness quickness_bounce bounce_outside outside_create create_something something_nothing lateral quickness bounce outside create something nothing
factors_passing passing_game game_averaging averaging_11 factors passing game averaging 11
3_yards yards_per per_catch catch_last last_two two_seasons 3 yards per catch last two seasons
plays_adequate adequate_burst burst_crease plays adequate burst crease
able_handle handle_heavy heavy_workload workload_asked able handle heavy workload asked
style_match match_size style match size
upright
plays_high high_pad pad_level level_finish finish_attitude attitude_urgency plays high pad level finish attitude urgency
slows_feet feet_rarely rarely_explodes explodes_initial initial_tackler tackler_force slows feet rarely explodes initial tackler force
lacks_instincts instincts_feel feel_developing developing_lanes lacks instincts feel developing lanes
chooses_trafficked trafficked_path path_expected chooses trafficked path expected
times_show show_indecisiveness indecisiveness_hesitation hesitation_fray times show indecisiveness hesitation fray
break_prematurely prematurely_path path_play play_follow follow_rather rather_allowing allowing_develop break prematurely path play follow rather allowing develop
focus_drops drops_plagued plagued_backfield backfield_2014 focus drops plagued backfield 2014
johnson_lacks lacks_quickness quickness_consistently consistently_effective effective_size size_hands hands_ca ca_dismissed johnson lacks quickness consistently effective size hands ca dismissed
routes_well well_enough enough_sudden sudden_enough enough_wide wide_receiver receiver_might might_potential routes well enough sudden enough wide receiver might potential
looks_hoof looks hoof
possesses_big big_body body_falls falls_forward forward_additional additional_yards possesses big body falls forward additional yards
smooth_backfield backfield_mismatch mismatch_linebackers smooth backfield mismatch linebackers
consistent_weapon weapon_backfield backfield_college consistent weapon backfield college
uses_effective effective_jump jump_cut cut_inside inside_change change_direction direction_string string_couple couple_together uses effective jump cut inside change direction string couple together
long_gets gets_space long gets space
always_look look_like like_foot foot_quickness quickness_burst burst_hole hole_consistently always look like foot quickness burst hole consistently
allows_defenders defenders_get get_hand hand_replace replace_classic classic_finisher allows defenders get hand replace classic finisher
tends_hit hit_brakes brakes_hard hard_order order_make make_cuts tends hit brakes hard order make cuts
questionable_vision questionable vision
looks_make make_cuts cuts_instead instead_keeping looks make cuts instead keeping
scouts_want want_see see_fire fire_play play_demeanor scouts want see fire play demeanor
play_strength strength_blocking blocking_problems play strength blocking problems
goes_easily goes easily
athleticism_big big_physical physical_difficult difficult_stop stop_negative negative_yardage athleticism big physical difficult stop negative yardage
unfortunately_jones jones_lacks lacks_instincts instincts_vision vision_fully fully_maximize maximize_physical physical_tools unfortunately jones lacks instincts vision fully maximize physical tools
jones_become become_physical physical_member member_approach approach_upside upside_option jones become physical member approach upside option
imposing_size size_muscular muscular_frame imposing size muscular frame
swivel_hips hips_perimeter perimeter_quickness quickness_size swivel hips perimeter quickness size
pistons_feet feet_chomping chomping_churning churning_extend pistons feet chomping churning extend
slippery_lower lower_body body_attempts attempts_sliding slippery lower body attempts sliding
keeps_shoulders shoulders_square square_line line_maximum maximum_power keeps shoulders square line maximum power
plays_forward forward_lean lean_difficult difficult_stop stop_loss plays forward lean difficult stop loss
used_sparingly sparingly_flashes flashes_capable capable_hands hands_asked asked_pros used sparingly flashes capable hands asked pros
aggressive_protection protection_squaring squaring_striking striking_blow blow_blitzer aggressive protection squaring striking blow blitzer
grinder
hit_downhill downhill_little little_feel feel_maximizing maximizing_creases hit downhill little feel maximizing creases
blind_open open_lanes blind open lanes
drops_head head_burrows burrows_blockers blockers_defenders defenders_rather rather_seeing seeing_open open_space drops head burrows blockers defenders rather seeing open space
must_improve improve_patience patience_setting setting_blocks must improve patience setting blocks
juke_shift shift_headed headed_line line_scrimmage scrimmage_show show_much much_creativity creativity_shiftiness shiftiness_second second_level juke shift headed line scrimmage show much creativity shiftiness second level
needs_keep keep_ball ball_tucked tucked_secured secured_avoid avoid_fumbling fumbling_issues needs keep ball tucked secured avoid fumbling issues
langford_showed showed_improvement improvement_2013 2013_2014 2014_accelerate accelerate_usually usually_get get_blocked langford showed improvement 2013 2014 accelerate usually get blocked
without_ability ability_maximize maximize_yards yards_carry carry_teams teams_peg peg_committee committee_ability ability_play play_third third_downs without ability maximize yards carry teams peg committee ability play third downs
played_wide wide_receiver receiver_cornerback cornerback_michigan michigan_state played wide receiver cornerback michigan state
improved_great great_deal deal_since since_2013 2013_season improved great deal since 2013 season
feet_avoid avoid_trash trash_bounce bounce_outside feet avoid trash bounce outside
burst_around around_corner corner_separate separate_linebackers linebackers_pursuit burst around corner separate linebackers pursuit
finished_2014 2014_campaign campaign_22 22_carries carries_yards yards_placing placing_fifth fifth_heavy heavy_big big_ten finished 2014 campaign 22 carries yards placing fifth heavy big ten
effective_chip chip_blocks blocks_square square_blitzers blitzers_take take_pass pass_protection effective chip blocks square blitzers take pass protection
blocking_talent talent_play play_third third_downs blocking talent play third downs
spin_move move_plus plus_lateral lateral_foot foot_quickness spin move plus lateral foot quickness
maintains_balance maintains balance
showed_potential potential_sophomore showed potential sophomore
physical
broke_tackles tackles_year year_churned churned_pedestrian pedestrian_yards broke tackles year churned pedestrian yards
gains_extra extra_yards yards_sliding sliding_laterally laterally_tackles tackles_rather rather_leg leg_churn gains extra yards sliding laterally tackles rather leg churn
lacks_commitment commitment_tackles lacks commitment tackles
seems_content content_absorb absorb_hits hits_rather rather_dish seems content absorb hits rather dish
scouts_believe believe_bouncer bouncer_pros pros_looking looking_take take_outside outside_prematurely scouts believe bouncer pros looking take outside prematurely
burst_much much_wiggle wiggle_anticipated burst much wiggle anticipated
lean_frame frame_big big_heart lean frame big heart
showed_consistency consistency_effort effort_production production_time time_missouri showed consistency effort production time missouri
value_limited limited_due due_size size_potential potential_become become_legitimate legitimate_target target_backfield backfield_might might_warrant warrant_reps reps_camp camp_slot slot_receiver value limited due size potential become legitimate target backfield might warrant reps camp slot receiver
murphy_step step_immediately immediately_challenge challenge_top top_spot spot_kickoff kickoff_punt punt_returner murphy step immediately challenge top spot kickoff punt returner
foot_quickness quickness_acceleration acceleration_make make_something something_nothing nothing_called called_upon foot quickness acceleration make something nothing called upon
needs_play play_space space_quality quality_traits traits_despite despite_size needs play space quality traits despite size
enough_turn turn_corner corner_hit hit_big big_sideline enough turn corner hit big sideline
passing_game game_mismatches mismatches_inside inside_cuts cuts_sideline sideline_creating creating_easy easy_throws throws_quarterback passing game mismatches inside cuts sideline creating easy throws quarterback
looks_adjust adjust_routes routes_top top_coverage coverage_quarterback quarterback_scrambles looks adjust routes top coverage quarterback scrambles
excellent_hands hands_concentration concentration_finish finish_catch catch_despite despite_impending excellent hands concentration finish catch despite impending
celebrated_specialist specialist_seven seven_career career_return return_touchdowns touchdowns_missouri celebrated specialist seven career return touchdowns missouri
needs_improve improve_reads reads_feel feel_stretch stretch_plays plays_flowing flowing_outside needs improve reads feel stretch plays flowing outside
small_limited limited_amount amount_carries carries_offer offer_given given_game small limited amount carries offer given game
tends_float float_space space_receiver receiver_rather rather_working working_ball tends float space receiver rather working ball
make_sharp sharp_downhill downhill_cuts cuts_expected make sharp downhill cuts expected
missed_2011 2011_shoulder shoulder_injury missed 2011 shoulder injury
tries_get get_way way_pass pass_blocker blocker_lacks lacks_bulk bulk_strength strength_trusted trusted_blitz blitz_pickup pickup_next next_level tries get way pass blocker lacks bulk strength trusted blitz pickup next level
williams_big big_talented talented_athlete athlete_still still_finding finding_way williams big talented athlete still finding way
seemed_almost almost_content content_lose lose_job job_2014 2014_teams teams_turning turning_every every_rock rock_looking looking_information information_character seemed almost content lose job 2014 teams turning every rock looking information character
exceptional_burst burst_rare rare_physical physical_traits traits_williams williams_become become_starter starter_scheme scheme_floor floor_low low_based based_character character_scheme scheme_fit exceptional burst rare physical traits williams become starter scheme floor low based character scheme fit
former_safety safety_aggressive aggressive_physical physical_temperament former safety aggressive physical temperament
taller_longer longer_exceptional exceptional_burst burst_trim trim_corner corner_go taller longer exceptional burst trim corner go
angular_style angular style
